"Id","ProfileType","Category","Attribute","ObisCode","IsValidated","AttributeIndex"
"89ddf07d-7b8a-4f90-a35f-0d04c3500b1e","4","1P","CumulativeEnergyKwhTZ5Export","1.0.2.8.5.255","1","2"
"19f2e2c1-aac1-488c-829b-2a1c6ae8a022","4","1P","CumulativeEnergyKwhTZ6","1.0.1.8.6.255","1","2"
"490ec8e2-20cb-4506-8464-a2c62d2c9012","4","1P","CumulativeEnergyKwhTZ6Export","1.0.2.8.6.255","1","2"
"e8c17902-a215-43a6-9217-515f990e9280","4","1P","CumulativeEnergyKwhTZ7","1.0.1.8.7.255","1","2"
"aea08774-d6bf-4cff-8954-8f3e3f51a8eb","4","1P","CumulativeEnergyKwhTZ7Export","1.0.2.8.7.255","1","2"
"b500d297-5a57-47ab-b96a-8db85e3c8d5a","4","1P","CumulativeEnergyKwhTZ8","1.0.1.8.8.255","1","2"
"a2ad7cd8-f6b1-4181-a6ad-1af1cd96e034","4","1P","CumulativeEnergyKwhTZ8Export","1.0.2.8.8.255","1","2"
"bd8e8dd8-ed21-439e-8e3d-3d36a61e06e7","4","1P","CumulativeTamperCount","0.0.94.91.0.255","0",""
"517aec49-35ba-43b5-87c8-c2892998d692","4","1P","FundamentalActiveEnergyExport","1.0.2.8.150.255","0",""
"166935e3-75e4-4ad4-ae1d-3a2d48e359c5","4","1P","FundamentalActiveEnergyImport","1.0.1.8.150.255","0",""
"e49fd4ad-e3de-49d9-a42c-5e06e244aa56","4","1P","ImportModeBillingDate","0.0.0.1.2.255","1","2"
"62e688af-cce7-4b08-b0f1-aef2c645fda3","4","1P","LRSCCounter","0.128.96.0.21.255","0","2"
"f35c1844-a64e-4eec-a33f-4a4b34d62a0b","4","1P","MaxDemandKvah","1.0.9.6.0.255","1","2"
"a66940fb-e82d-4092-9b4f-033b3fa15d52","4","1P","MaxDemandKvaTZ1Export","1.0.10.6.1.255","0",""
"31affe3e-d786-46ba-ad38-89db70d17a0b","4","1P","MaxDemandKvaTZ1ExportDateTime","1.0.10.6.1.255","0",""
"d2ac850b-9a9d-48ff-b1b0-879c54b4fc4e","4","1P","MaxDemandKvaTZ2Export","1.0.10.6.2.255","0",""
"e15d2e5c-6dcd-4d41-bca5-87e559e1edc2","4","1P","MaxDemandKvaTZ2ExportDateTime","1.0.10.6.2.255","0",""
"f5a3bb62-34f5-4a34-8ea3-b06590346813","4","1P","MaxDemandKvaTZ3Export","1.0.10.6.3.255","0",""
"7551bf6d-2521-4cca-907d-395f99a71cc7","4","1P","MaxDemandKvaTZ3ExportDateTime","1.0.10.6.3.255","0",""
"68121a08-d754-4240-9199-a7e801c0d1c2","4","1P","MaxDemandKvaTZ4Export","1.0.10.6.4.255","0",""
"cf3b041c-3891-4f0a-97b5-a1a4a3782962","4","1P","MaxDemandKvaTZ4ExportDateTime","1.0.10.6.4.255","0",""
"09a46a4f-6000-49f8-9df1-b7c6f780832a","4","1P","MaxDemandKvaTZ5Export","1.0.10.6.5.255","0",""
"f9611ac3-879a-4fbd-8cef-6e1653684934","4","1P","MaxDemandKvaTZ5ExportDateTime","1.0.10.6.5.255","0",""
"e07fb803-3adb-4d95-9425-2deef0dd7afd","4","1P","MaxDemandKvaTZ6Export","1.0.10.6.6.255","0",""
"bcbdc2da-c3a1-4e96-8ff0-cacb9464b087","4","1P","MaxDemandKvaTZ6ExportDateTime","1.0.10.6.6.255","0",""
"3efe1360-ba32-442d-8488-cc1b65c31535","4","1P","MaxDemandKvaTZ7Export","1.0.10.6.7.255","0",""
"df23b700-557e-4071-ba98-8f287de1621a","4","1P","MaxDemandKvaTZ7ExportDateTime","1.0.10.6.7.255","0",""
"677e16f6-c792-4356-99c9-e4553d33ef21","4","1P","MaxDemandKvaTZ8Export","1.0.10.6.8.255","0",""
"3f1caca6-31af-48b6-88d0-d1666858a759","4","1P","MaxDemandKvaTZ8ExportDateTime","1.0.10.6.8.255","0",""
"ac4357da-bc0f-4e6a-9e71-7cf242e8d003","4","1P","MaxDemandKwh","1.0.1.6.0.255","1","2"
"7c95bbff-f93f-4a2b-b759-f626a25a3592","4","1P","MaxDemandKwTZ1Export","1.0.2.6.1.255","0",""
"2b17ead7-f003-4d5d-977e-eeeff22f6d59","4","1P","MaxDemandKwTZ1ExportDateTime","1.0.2.6.1.255","0",""
"29c9a921-2a61-48e5-bb98-54f133ad4677","4","1P","MaxDemandKwTZ2Export","1.0.2.6.2.255","0",""
"b5c2718e-6ab6-43b0-8a90-d6a4cae335a9","4","1P","MaxDemandKwTZ2ExportDateTime","1.0.2.6.2.255","0",""
"1a2fc5ac-8797-4a7a-a491-63412957e91c","4","1P","MaxDemandKwTZ3Export","1.0.2.6.3.255","0",""
"d7db4dd0-0454-4ef1-bfdc-6500c7adca4e","4","1P","MaxDemandKwTZ3ExportDateTime","1.0.2.6.3.255","0",""
"82dc7d6f-6ecf-49e1-aae4-29be4bb7d61e","4","1P","MaxDemandKwTZ4Export","1.0.2.6.4.255","0",""
"e0cc8430-73e8-43c5-b197-d62ea9c56b6f","4","1P","MaxDemandKwTZ4ExportDateTime","1.0.2.6.4.255","0",""
"72f955f1-114f-4b38-b5c3-640be8ba899d","4","1P","MaxDemandKwTZ5Export","1.0.2.6.5.255","0",""
"aa5320f4-a651-47d3-b942-f1b5dcd4587b","4","1P","MaxDemandKwTZ5ExportDateTime","1.0.2.6.5.255","0",""
"a53f0ec4-0d1d-436e-a1f8-5ad7ff729b99","4","1P","MaxDemandKwTZ6Export","1.0.2.6.6.255","0",""
"9008ce06-39c7-48d8-b07e-a642a60136bc","4","1P","MaxDemandKwTZ6ExportDateTime","1.0.2.6.6.255","0",""
"34d14262-3993-4ef9-afdf-eb9e8e9fa5d4","4","1P","MaxDemandKwTZ7Export","1.0.2.6.7.255","0",""
"7177c1a1-8095-48e7-a4f3-5beb38f73fab","4","1P","MaxDemandKwTZ7ExportDateTime","1.0.2.6.7.255","0",""
"b362d8d4-f457-47bc-9eee-7ca6fa974cee","4","1P","MaxDemandKwTZ8Export","1.0.2.6.8.255","0",""
"80779729-9fd7-4c5e-8e2b-f1c7726998a7","4","1P","MaxDemandKwTZ8ExportDateTime","1.0.2.6.8.255","0",""
"c039a981-0d69-48be-97aa-7675be511d4f","4","1P","MaxDemandVahDateTime","1.0.9.6.0.255","1","5"
"4535dc7c-fb46-4fde-a700-c19863f9d822","4","1P","MaxDemandWhDateTime","1.0.1.6.0.255","1","5"
"cdf6fe63-8305-403c-bf73-ddbaef4feff4","4","1P","MaximumDemandKvaTZ1","1.0.9.6.1.255","0","2"
"0cb37928-a1db-402e-9fdb-808c26c9bb7f","4","1P","MaximumDemandKvaTZ1DateTime","1.0.9.6.1.255","0","5"
"efad7fec-9923-4ee5-ad35-8d7d0eb5db75","4","1P","MaximumDemandKvaTZ2","1.0.9.6.2.255","0","2"
"85f11b5a-f4f9-4f55-bb3a-67a786270c45","4","1P","MaximumDemandKvaTZ2DateTime","1.0.9.6.2.255","0","5"
"1f7b0be9-2381-4937-8776-6da921e172d6","4","1P","MaximumDemandKvaTZ3","1.0.9.6.3.255","0","2"
"18953ed2-df85-402a-be49-5f75ab492aa1","4","1P","MaximumDemandKvaTZ3DateTime","1.0.9.6.3.255","0","5"
"5ba99941-0732-4a8b-8372-ed4a6e5f97ab","4","1P","MaximumDemandKvaTZ4","1.0.9.6.4.255","0","2"
"c19c0b8a-772d-4e00-8a44-f7a86439861c","4","1P","MaximumDemandKvaTZ4DateTime","1.0.9.6.4.255","0","5"
"6dc83437-a3f1-45df-852e-ab13e9811b43","4","1P","MaximumDemandKvaTZ5","1.0.9.6.5.255","0","2"
"3208cfb4-b20f-43fe-a07d-7c9006595035","4","1P","MaximumDemandKvaTZ5DateTime","1.0.9.6.5.255","0","5"
"274470b8-9a9f-4770-a729-641b547b3e3d","4","1P","MaximumDemandKvaTZ6","1.0.9.6.6.255","0","2"
"45acb8ea-20fd-4ade-8e70-45d5a235c295","4","1P","MaximumDemandKvaTZ6DateTime","1.0.9.6.6.255","0","5"
"b43756f9-7363-4da4-b969-54b695c5304d","4","1P","MaximumDemandKvaTZ7","1.0.9.6.7.255","0","2"
"73884fc9-8694-4cf1-9a4d-0e53a18c0a31","4","1P","MaximumDemandKvaTZ7DateTime","1.0.9.6.7.255","0","5"
"17baf4e4-bf3c-4e36-9db6-32b44078440c","4","1P","MaximumDemandKvaTZ8","1.0.9.6.8.255","0","2"
"bf39363b-e6f1-44dc-be94-0e9ac94e5b5d","4","1P","MaximumDemandKvaTZ8DateTime","1.0.9.6.8.255","0","5"
"c9bc0aa9-37ac-44ce-967c-fce0824ccbc2","4","1P","MaximumDemandKwTZ1","1.0.1.6.1.255","0","2"
"afd29050-50f4-46a9-b366-b5796e603b2e","4","1P","MaximumDemandKwTZ1DateTime","1.0.1.6.1.255","0","5"
"85cadcb8-4e83-4065-b04a-67a2499607d1","4","1P","MaximumDemandKwTZ2","1.0.1.6.2.255","0","2"
"9faa6157-9739-48a2-887f-020045b6c879","4","1P","MaximumDemandKwTZ2DateTime","1.0.1.6.2.255","0","5"
"7cbd39da-cfa3-47e6-8551-c98dc7186c3b","4","1P","MaximumDemandKwTZ3","1.0.1.6.3.255","0","2"
"41521634-ccd7-43cf-9290-c9cae6fb288c","4","1P","MaximumDemandKwTZ3DateTime","1.0.1.6.3.255","0","5"
"8724af05-398c-4e27-8c8e-fdda0aeef13f","4","1P","MaximumDemandKwTZ4","1.0.1.6.4.255","0","2"
"165268a7-0d15-4051-9a19-32a91046a141","4","1P","MaximumDemandKwTZ4DateTime","1.0.1.6.4.255","0","5"
"51dc19fc-7706-4fdc-b5b0-0d3917cbb38c","4","1P","MaximumDemandKwTZ5","1.0.1.6.5.255","0","2"
"4dd7133a-5b0c-4ec5-8a5b-e20cb33262be","4","1P","MaximumDemandKwTZ5DateTime","1.0.1.6.5.255","0","5"
"94e73680-24b9-4efe-8380-da6303564064","4","1P","MaximumDemandKwTZ6","1.0.1.6.6.255","0","2"
"c97f5ded-10f9-48ac-919a-b995e7e39d14","4","1P","MaximumDemandKwTZ6DateTime","1.0.1.6.6.255","0","5"
"7cfb63ec-84b1-4ceb-90c7-13908369b361","4","1P","MaximumDemandKwTZ7","1.0.1.6.7.255","0","2"
"c526b415-5b6f-42a4-9720-bb5c4a6b6e11","4","1P","MaximumDemandKwTZ7DateTime","1.0.1.6.7.255","0","5"
"a71f67b3-d64d-4647-884c-dbbc6dbf00ea","4","1P","MaximumDemandKwTZ8","1.0.1.6.8.255","0","2"
"499cc997-2cd4-4f6f-ab9f-a674510dd2c9","4","1P","MaximumDemandKwTZ8DateTime","1.0.1.6.8.255","0","5"
"eb0c1d2d-2dde-4c11-81c0-ccc0b7eb403f","4","1P","MDKvaExport","1.0.10.6.0.255","0","2"
"1f5cd1d1-51ea-4ea5-a0bc-b65a3a27aab0","4","1P","MDKvaExportDateTime","1.0.10.6.0.255","0","5"
"e005017f-a2a1-45d9-a11b-8fdf5d11a8d0","4","1P","MDKwExport","1.0.2.6.0.255","0","2"
"1c81990d-0443-43e2-9ad6-85eb3485d400","4","1P","MDKwExportDateTime","1.0.2.6.0.255","0","5"
"1eb70c44-a1fa-488b-8c71-a5fe7f6e7d17","4","1P","NetEnergyKvah","1.129.9.8.0.255","0","2"
"f2a46e6b-1c1a-477d-9da5-8bacab9d2962","4","1P","NetEnergyKwh","1.0.16.8.0.255","0","2"
"80601f40-adbf-418e-94ba-cd350dd1d652","4","3P","AveragePFForBillingPeriod","1.0.13.0.0.255","1","2"
"17b3230a-0f74-41bc-bb4c-f503e76fa637","4","3P","AvgPFExport","1.0.84.0.0.255","0","2"
"8cfb180d-da1d-4942-aa54-108379301767","4","3P","BillingPowerOnDuration","0.0.94.91.13.255","1","2"
"769d900a-76ed-4c44-b45d-409dc923465e","4","3P","BillingType","1.0.96.50.2.255","0","2"
"e4179079-bc80-460b-9cb6-3d8a694bbf62","4","3P","CumulativeBillingCount","0.0.0.1.0.255","0","2"
"21fca3e2-66c3-4579-b07f-c6bde2537b9a","4","3P","CumulativeEnergyKvahExport","1.0.10.8.0.255","1","2"
"aeb405f3-57b5-470a-ae55-589451c65f8a","4","3P","CumulativeEnergyKvahImport","1.0.9.8.0.255","1","2"
"69c9a64b-4ef7-4ffc-b285-50bcfe1a7fa2","4","3P","CumulativeEnergyKvahTZ1","1.0.9.8.1.255","1","2"
"ca78cfd1-7449-4d86-8f55-5265274a43ad","4","3P","CumulativeEnergyKvahTZ1Export","1.0.10.8.1.255","1","2"
"ddcc9345-d635-461e-8d63-7079d4d19ac3","4","3P","CumulativeEnergyKvahTZ2","1.0.9.8.2.255","1","2"
"5b6734b1-5ae6-4b53-b24d-d4db101377df","4","3P","CumulativeEnergyKvahTZ2Export","1.0.10.8.2.255","1","2"
"0637632d-2ffd-4c9e-92af-43ae72c9c505","4","3P","CumulativeEnergyKvahTZ3","1.0.9.8.3.255","1","2"
"4de9d4e2-51a1-454e-800a-2c1a6842247e","4","3P","CumulativeEnergyKvahTZ3Export","1.0.10.8.3.255","1","2"
"6caac7ad-bfae-4ede-ac33-bb3b7040aae1","4","3P","CumulativeEnergyKvahTZ4","1.0.9.8.4.255","1","2"
"e8f97dab-1865-4f53-ae69-d63836b29c0a","4","3P","CumulativeEnergyKvahTZ4Export","1.0.10.8.4.255","1","2"
"2bb29cf3-5417-4255-aabd-b55019a6cd7e","4","3P","CumulativeEnergyKvahTZ5","1.0.9.8.5.255","1","2"
"e489bace-f7b0-464a-930e-8b4e5fb020f9","4","3P","CumulativeEnergyKvahTZ5Export","1.0.10.8.5.255","1","2"
"46827b87-381c-4ca6-b9cc-078385e85ce7","4","3P","CumulativeEnergyKvahTZ6","1.0.9.8.6.255","1","2"
"026ed7f8-832d-42b8-a5cd-fc4faf6ef589","4","3P","CumulativeEnergyKvahTZ6Export","1.0.10.8.6.255","1","2"
"f36edbfc-3816-4eec-8b5f-31d1166d2b20","4","3P","CumulativeEnergyKvahTZ7","1.0.9.8.7.255","1","2"
"626fc0e0-dc4b-4e8e-807d-3c4602d9a010","4","3P","CumulativeEnergyKvahTZ7Export","1.0.10.8.7.255","1","2"
"a2c574ec-1f40-47be-99b4-e514c0b3e995","4","3P","CumulativeEnergyKvahTZ8","1.0.9.8.8.255","1","2"
"49b7d35f-cf22-4013-b47d-44356da35510","4","3P","CumulativeEnergyKvahTZ8Export","1.0.10.8.8.255","1","2"
"4fc893be-bcf0-47b4-b9ca-881b97a359c7","4","3P","CumulativeEnergykVARhLagTZ1","1.0.5.8.1.255","0","2"
"9586b6ce-c167-4f62-969e-dbe4e12b8024","4","3P","CumulativeEnergykVARhLagTZ1Export","1.0.7.8.1.255","0",""
"74d13fa5-e0f4-4c68-b65f-5e09728d2c65","4","3P","CumulativeEnergykVARhLagTZ2","1.0.5.8.2.255","0","2"
"cef9a042-814a-4332-a1c7-90310f832711","4","3P","CumulativeEnergykVARhLagTZ2Export","1.0.7.8.2.255","0",""
"666f6b68-4a41-4307-9bd0-076e4610648b","4","3P","CumulativeEnergykVARhLagTZ3","1.0.5.8.3.255","0","2"
"22a833f6-4782-4d3c-a668-b3b1df747d6e","4","3P","CumulativeEnergykVARhLagTZ3Export","1.0.7.8.3.255","0",""
"e4a908cc-0fd1-4e4c-b976-3b3bf8b48046","4","3P","CumulativeEnergykVARhLagTZ4","1.0.5.8.4.255","0","2"
"30509107-88ec-4634-a2d2-c612f3f9bfee","4","3P","CumulativeEnergykVARhLagTZ4Export","1.0.7.8.4.255","0",""
"c18dc5e5-bfac-4872-9ea2-2fecd4a8cf93","4","3P","CumulativeEnergykVARhLagTZ5","1.0.5.8.5.255","0","2"
"0c3bbdfa-fefc-451f-9cfd-b4b60f7495ef","4","3P","CumulativeEnergykVARhLagTZ5Export","1.0.7.8.5.255","0",""
"bb36671a-b55a-427f-a870-f7a7c3205374","4","3P","CumulativeEnergykVARhLagTZ6","1.0.5.8.6.255","0","2"
"46fcd533-50d9-473c-98b9-7aa9c4c1b324","4","3P","CumulativeEnergykVARhLagTZ6Export","1.0.7.8.6.255","0",""
"c378d1a1-bed6-468d-9f9a-226ea36ca50e","4","3P","CumulativeEnergykVARhLagTZ7","1.0.5.8.7.255","0","2"
"a309d108-ef59-4428-b254-dbea369e0902","4","3P","CumulativeEnergykVARhLagTZ7Export","1.0.7.8.7.255","0",""
"cc92530d-6f89-4717-b837-8f5794fc4285","4","3P","CumulativeEnergykVARhLagTZ8","1.0.5.8.8.255","0","2"
"aa7fa982-1692-40c5-8909-f63534874a21","4","3P","CumulativeEnergykVARhLagTZ8Export","1.0.7.8.8.255","0",""
"f33b871b-dfa0-498c-86e8-51331b87f843","4","3P","CumulativeEnergykVARhLeadTZ1","1.0.8.8.1.255","0","2"
"83762938-cd09-482f-98d7-9d2c9020802c","4","3P","CumulativeEnergykVARhLeadTZ1Export","1.0.6.8.1.255","0",""
"4b5ca4d7-7665-4cd3-bfc1-b1313348811e","4","3P","CumulativeEnergykVARhLeadTZ2","1.0.8.8.2.255","0","2"
"f7a37514-bc5c-4a5a-a0c1-bc1b672db3a0","4","3P","CumulativeEnergykVARhLeadTZ2Export","1.0.6.8.2.255","0",""
"a3b44b33-e0c5-4881-a673-b84ec20ba910","4","3P","CumulativeEnergykVARhLeadTZ3","1.0.8.8.3.255","0","2"
"8aa4c03a-d467-4cb3-9758-43a7edd810e0","4","3P","CumulativeEnergykVARhLeadTZ3Export","1.0.6.8.3.255","0",""
"06990c9c-2e05-4eac-90ad-b8814e40efab","4","3P","CumulativeEnergykVARhLeadTZ4","1.0.8.8.4.255","0","2"
"1fcf1618-5352-4bfb-855a-1b477e250e8e","4","3P","CumulativeEnergykVARhLeadTZ4Export","1.0.6.8.4.255","0",""
"2f08ccde-98ed-4b53-bf14-ccdb95e6077c","4","3P","CumulativeEnergykVARhLeadTZ5","1.0.8.8.5.255","0","2"
"3989f053-3ede-4634-98f2-dc3ce0b620ca","4","3P","CumulativeEnergykVARhLeadTZ5Export","1.0.6.8.5.255","0",""
"bf54fcc9-60b7-4d25-b018-9f0cc7503f40","4","3P","CumulativeEnergykVARhLeadTZ6","1.0.8.8.6.255","0","2"
"f0cee73a-142d-410a-933c-ebb80984ee5b","4","3P","CumulativeEnergykVARhLeadTZ6Export","1.0.6.8.6.255","0",""
"71b7768a-764b-4a5c-9d8a-db0235ca6356","4","3P","CumulativeEnergykVARhLeadTZ7","1.0.8.8.7.255","0","2"
"eae0ad58-25b3-4ad6-8560-605ffeb8f146","4","3P","CumulativeEnergykVARhLeadTZ7Export","1.0.6.8.7.255","0",""
"12e863af-4c86-4f08-aa5f-abe63c20ccd3","4","3P","CumulativeEnergykVARhLeadTZ8","1.0.8.8.8.255","0","2"
"2ec8d3ca-7479-48b9-a632-673978a132d0","4","3P","CumulativeEnergykVARhLeadTZ8Export","1.0.6.8.8.255","0",""
"113efe23-4c3f-4b4e-a957-0107a7f8044b","4","3P","CumulativeEnergyKwhExport","1.0.2.8.0.255","1","2"
"68a1486c-0c45-4abb-976f-18ae20c9fbdb","4","3P","CumulativeEnergyKwhImport","1.0.1.8.0.255","1","2"
"a37184fe-e954-4a5e-8759-97cdbbf8f41a","4","3P","CumulativeEnergyKwhTZ1","1.0.1.8.1.255","1","2"
"eb686dde-bd65-4b32-af82-24afdc8ce572","4","3P","CumulativeEnergyKwhTZ1Export","1.0.2.8.1.255","1","2"
"086abfe6-f04e-4764-b5b2-81c6632fc022","4","3P","CumulativeEnergyKwhTZ2","1.0.1.8.2.255","1","2"
"19b16f8d-f00a-4578-a858-362b88297df6","4","3P","CumulativeEnergyKwhTZ2Export","1.0.2.8.2.255","1","2"
"de27614c-4097-473e-833d-c56ec6670a24","4","3P","CumulativeEnergyKwhTZ3","1.0.1.8.3.255","1","2"
"288bed37-6121-49d4-968c-12bf5ea3ee30","4","3P","CumulativeEnergyKwhTZ3Export","1.0.2.8.3.255","1","2"
"d55ea5f2-64c5-49bd-95ab-937fa9589c67","4","3P","CumulativeEnergyKwhTZ4","1.0.1.8.4.255","1","2"
"05a98801-b0d3-41f1-a414-18d3c6baa39c","4","3P","CumulativeEnergyKwhTZ4Export","1.0.2.8.4.255","1","2"
"b0d14b19-2b5f-4d94-8d62-7ac486963ce8","4","3P","CumulativeEnergyKwhTZ5","1.0.1.8.5.255","1","2"
"3afe72e1-bd19-4f30-9da3-76ea1d2b5ebd","4","3P","CumulativeEnergyKwhTZ5Export","1.0.2.8.5.255","1","2"
"f16e5f4c-d26b-44cf-9a9d-2d06f2b13f7e","4","3P","CumulativeEnergyKwhTZ6","1.0.1.8.6.255","1","2"
"9087b32b-1ce4-4c4b-9390-e4acc9067cfa","4","3P","CumulativeEnergyKwhTZ6Export","1.0.2.8.6.255","1","2"
"03effdea-0b9d-4bb9-8a22-c581c397705f","4","3P","CumulativeEnergyKwhTZ7","1.0.1.8.7.255","1","2"
"3e5338bb-4aa6-4bee-b2a8-e5a3b7724c27","4","3P","CumulativeEnergyKwhTZ7Export","1.0.2.8.7.255","1","2"
"64e8b250-198d-4fab-a828-5132c386d13a","4","3P","CumulativeEnergyKwhTZ8","1.0.1.8.8.255","1","2"
"12cadcbd-84d2-4089-b953-3c18bec0104d","4","3P","CumulativeEnergyKwhTZ8Export","1.0.2.8.8.255","1","2"
"e9560149-f2cd-43b6-bffd-a08c3aadaa29","4","3P","CumulativeMDKva","1.0.9.2.0.255","0","2"
"5bde518a-3639-48a6-ba4e-66108d2abe55","4","3P","CumulativeMDKW","1.0.1.2.0.255","0","2"
"4ecb7b51-d9d7-4036-9089-02bc8b743f85","4","3P","CumulativeTamperCount","0.0.94.91.0.255","1","2"
"85243871-5898-41ff-8441-a582dff6cba8","4","3P","FundamentalActiveEnergyExport","1.0.2.8.150.255","0","2"
"92ef3e7b-3a27-4ded-89ce-36daed1a30a5","4","3P","FundamentalActiveEnergyImport","1.0.1.8.150.255","0","2"
"7fd010b2-998d-45f2-a8d8-ff33b86c8d8e","4","3P","ImportModeBillingDate","0.0.0.1.2.255","1","2"
"b5111baf-52b2-440d-9d5b-d90ba3dee44e","4","3P","LRSCCounter","0.128.96.0.21.255","0","2"
"c0b93be7-8cb0-4dc5-aacd-9817c69b3f17","4","3P","MaxDemandKvaTZ1Export","1.0.10.6.1.255","0",""
"b00463bc-1ec3-48e8-a29d-3cca01f0d9c8","4","3P","MaxDemandKvaTZ1ExportDateTime","1.0.10.6.1.255","0",""
"31df60df-83a3-4962-b447-3d1971af8ae7","4","3P","MaxDemandKvaTZ2Export","1.0.10.6.2.255","0",""
"913273dc-a694-4bd5-a49c-5c411db895d5","4","3P","MaxDemandKvaTZ2ExportDateTime","1.0.10.6.2.255","0",""
"beb332e5-5183-43f6-92ed-b2793b51828f","4","3P","MaxDemandKvaTZ3Export","1.0.10.6.3.255","0",""
"8f0f6465-d6d4-4724-a7ab-d06ac0ac47f4","4","3P","MaxDemandKvaTZ3ExportDateTime","1.0.10.6.3.255","0",""
"7cab19d8-6566-4919-9839-b04e6008d296","4","3P","MaxDemandKvaTZ4Export","1.0.10.6.4.255","0",""
"0097077b-b1e2-4c2f-aaec-a3f20f7dbe89","4","3P","MaxDemandKvaTZ4ExportDateTime","1.0.10.6.4.255","0",""
"92d5bae4-899c-44c1-af07-d17301e28366","4","3P","MaxDemandKvaTZ5Export","1.0.10.6.5.255","0",""
"45744814-8663-41f0-894e-d9bb70836888","4","3P","MaxDemandKvaTZ5ExportDateTime","1.0.10.6.5.255","0",""
"0d8c21b6-b68f-4f61-afa7-9c5bba8a8702","4","3P","MaxDemandKvaTZ6Export","1.0.10.6.6.255","0",""
"8dbb2ffa-0b56-4a71-a2c1-86d06a4dbd26","4","3P","MaxDemandKvaTZ6ExportDateTime","1.0.10.6.6.255","0",""
"0b92112f-4649-46eb-ba6b-b38fc2a88804","4","3P","MaxDemandKvaTZ7Export","1.0.10.6.7.255","0",""
"c4556cf7-642a-4f0d-8526-bf89b69f789c","4","3P","MaxDemandKvaTZ7ExportDateTime","1.0.10.6.7.255","0",""
"0e5ab8ba-bb72-4049-9229-ee1815c403af","4","3P","MaxDemandKvaTZ8Export","1.0.10.6.8.255","0",""
"4645be4b-f75c-4765-b86d-a6ad09ae95f3","4","3P","MaxDemandKvaTZ8ExportDateTime","1.0.10.6.8.255","0",""
"cccba789-1730-4e80-adfb-a3bf9426e32b","4","3P","MaxDemandKwTZ1Export","1.0.2.6.1.255","0",""
"0caa4537-85a6-41b0-8cf0-f7445a127a18","4","3P","MaxDemandKwTZ1ExportDateTime","1.0.2.6.1.255","0",""
"aab03149-6f88-43ed-aa72-95ea50eec95e","4","3P","MaxDemandKwTZ2Export","1.0.2.6.2.255","0",""
"2ca8b339-62fc-4079-bb74-4ef51b9cb116","4","3P","MaxDemandKwTZ2ExportDateTime","1.0.2.6.2.255","0",""
"dc582b2e-5821-45d0-bb8d-c2cf33dc2d2b","4","3P","MaxDemandKwTZ3Export","1.0.2.6.3.255","0",""
"15118374-0f3a-4e13-ae1b-3baa30b4df50","4","3P","MaxDemandKwTZ3ExportDateTime","1.0.2.6.3.255","0",""
"9a190786-e95a-4a3c-8fe2-4793c450ba56","4","3P","MaxDemandKwTZ4Export","1.0.2.6.4.255","0",""
"c8467088-4917-494e-b9d5-e7c4d934b5d7","4","3P","MaxDemandKwTZ4ExportDateTime","1.0.2.6.4.255","0",""
"43660004-290a-41d4-9bc5-33ef1259d2ac","4","3P","MaxDemandKwTZ5Export","1.0.2.6.5.255","0",""
"84191a6b-3428-4b3d-ab87-8d16402ce14d","4","3P","MaxDemandKwTZ5ExportDateTime","1.0.2.6.5.255","0",""
"b6f4a427-ebb1-4149-bb35-451f58c9ee1f","4","3P","MaxDemandKwTZ6Export","1.0.2.6.6.255","0",""
"2b5438ee-bc8b-4f4c-ab35-01d17b5d7ba9","4","3P","MaxDemandKwTZ6ExportDateTime","1.0.2.6.6.255","0",""
"376269bf-0efd-4cdf-8171-427d428010b3","4","3P","MaxDemandKwTZ7Export","1.0.2.6.7.255","0",""
"c2a75074-01dd-46d7-aee6-1cb0cd5cd169","4","3P","MaxDemandKwTZ7ExportDateTime","1.0.2.6.7.255","0",""
"33802cd6-aa15-47ac-acd6-7d4e65d7a0a9","4","3P","MaxDemandKwTZ8Export","1.0.2.6.8.255","0",""
"d2f92139-7aef-40a7-bd6a-bfc241ff30aa","4","3P","MaxDemandKwTZ8ExportDateTime","1.0.2.6.8.255","0",""
"2da0c10e-2f4f-46e8-95db-121397f65c60","4","3P","MaximumDemandKva","1.0.9.6.0.255","1","2"
"690d1791-7c3b-4c18-902f-432ef2c67eb3","4","3P","MaximumDemandKvaDateTime","1.0.9.6.0.255","1","5"
"f35521e8-6b11-4bc7-9be9-b3b437f07d24","4","3P","MaximumDemandKvaDateTimeTZ1","1.0.9.6.1.255","1","5"
"32a30a10-d92a-4ae1-9d38-0f68278f4802","4","3P","MaximumDemandKvaDateTimeTZ2","1.0.9.6.2.255","1","5"
"03757dbd-b712-4f9f-9548-231c6f13465a","4","3P","MaximumDemandKvaDateTimeTZ3","1.0.9.6.3.255","1","5"
"ffb72de0-722e-4ffc-b151-99d2fcab184f","4","3P","MaximumDemandKvaDateTimeTZ4","1.0.9.6.4.255","1","5"
"fa2589c6-758f-4ffb-bea8-a066460786be","4","3P","MaximumDemandKvaDateTimeTZ5","1.0.9.6.5.255","1","5"
"7d50ddc2-779a-4810-b382-ef25b8a83c86","4","3P","MaximumDemandKvaDateTimeTZ6","1.0.9.6.6.255","1","5"
"1323371a-9b7a-4347-a223-bf01a13321e7","4","3P","MaximumDemandKvaDateTimeTZ7","1.0.9.6.7.255","1","5"
