"Id","ProfileType","Category","Attribute","ObisCode","IsValidated","AttributeIndex"
"53de601c-b211-4634-a604-63f43c23aaf8","2","CT","CumulativeKvarhQ4","1.0.8.29.0.255","1","2"
"a07158ca-398d-4a20-b700-295a7c0acb58","2","CT","ExportPF","1.0.13.140.0.255","0","2"
"9fae80c9-e18d-42c3-8f5d-5101cf66b626","2","CT","ImportAveragePF","1.0.13.27.0.255","0","2"
"5be5ed51-5fa0-49c1-b713-d307e0856f21","2","CT","LoadOffDurationInMins","0.0.94.91.17.255","0","2"
"7361f222-b31d-4849-ab82-bcd5be9467ff","2","CT","MaximumDemandKvah","1.0.9.26.0.255","0","2"
"f1b16d49-ba89-438b-9c14-cb09f6c3943e","2","CT","MaximumDemandKw","1.0.1.26.0.255","0","2"
"9d5b7929-d555-4f8a-9ad2-281fee4120bb","2","CT","Meter Health Indicator","0.0.96.10.1.255","0","2"
"f5d19a30-6d31-400a-91f5-7287a02362d7","2","CT","MeterHealthIndicator","0.0.96.10.1.255","0","2"
"36c2b3ab-8e9b-43ea-8831-05ff69cad328","2","CT","NetEnergyKvarhLag","1.0.23.29.0.255","0","2"
"e8df5b9f-58db-42e9-807a-c5de9c5c5a62","2","CT","NetEnergyKvarhLead","1.0.63.29.0.255","0","2"
"c4d85ae4-b9a6-4d75-82c7-691d41a0160e","2","CT","NetKvah","1.0.49.29.0.255","0","2"
"4ebc16c1-5779-421c-b7d9-944a2c70ca73","2","CT","NetKwh","1.0.16.29.0.255","0","2"
"25a3bd06-3186-4923-86e8-d64f38d2689a","2","CT","NeutralCurrent","1.0.91.27.0.255","0","2"
"8c44b969-1679-4649-be3b-8ed2d39ac8bc","2","CT","NoLoadPeriod","0.0.94.91.132.255","0","2"
"af2d8e0f-b689-4553-a474-44592ba65aac","2","CT","NoSupplyPeriod","0.0.94.91.133.255","0","2"
"5f034a8a-7114-453c-81db-6a9c3cd1cddf","2","CT","RPhaseCurrent","1.0.31.27.0.255","1","2"
"2f7e74e4-e9e6-4a02-b196-d9afa8dd6df8","2","CT","RPhasePowerFactor","1.0.33.27.0.255","1","2"
"3ed9e6a8-0fec-4f7c-865b-3598b420aec9","2","CT","RPhaseVoltage","1.0.32.27.0.255","1","2"
"31897928-7646-45ac-9e61-26d63956a660","2","CT","RtcDateTime","0.0.1.0.0.255","1","2"
"ac953db6-c407-4638-acaf-4f9663b05bcf","2","CT","SignedPowerFactor","1.0.13.7.0.255","1","2"
"b0bbcbd5-51e9-4db3-97ad-712cbb19de3c","2","CT","SupplyFrequency","1.0.14.27.0.255","0","2"
"6f6664bc-77da-438a-814a-15f010a8c158","2","CT","YPhaseCurrent","1.0.51.27.0.255","1","2"
"dbae49a1-9a66-49ba-bfd7-2de550c4372c","2","CT","YPhasePowerFactor","1.0.53.27.0.255","1","2"
"c5bd950e-e0fa-44f1-b2c0-1b308b5b9442","2","CT","YPhaseVoltage","1.0.52.27.0.255","1","2"
"4016eb7c-c0f8-4cf2-b501-42658e63aa25","3","1P","AverageVoltage","1.0.12.27.0.255","1","2"
"5ccf7c99-a909-4817-a58a-b61555bfc383","3","1P","BillingPowerOnDuration","0.0.94.91.13.255","0","2"
"a8e3ba5d-69f1-44ab-aa5c-6600349cc098","3","1P","CumulativeEnergyKvahExport","1.0.10.8.0.255","1","2"
"05c4b505-9363-4536-b021-765888557949","3","1P","CumulativeEnergyKvahImport","1.0.9.8.0.255","1","2"
"17443e2c-1d06-48f6-a704-af7506e2ecae","3","1P","CumulativeEnergyKvarhQ1","1.0.5.8.0.255","0","2"
"1138dd6e-51ac-49f7-8abd-168186da6e7f","3","1P","CumulativeEnergyKvarhQ2","1.0.6.8.0.255","0","2"
"c530020d-e2a5-48f8-9ecb-501cb042b7a2","3","1P","CumulativeEnergyKvarhQ3","1.0.7.8.0.255","0","2"
"b759f0f9-a77e-4b54-aa41-9190c4cc8c5c","3","1P","CumulativeEnergyKvarhQ4","1.0.8.8.0.255","0","2"
"71461afa-5463-4e8c-bfe9-093b6bd96fd5","3","1P","CumulativeEnergyKwhExport","1.0.2.8.0.255","1","2"
"c24dcf4d-911e-4ca4-b6bc-e7335b0ab558","3","1P","CumulativeEnergyKwhImport","1.0.1.8.0.255","1","2"
"df70a3d9-50ac-4290-b9c6-4e798f169014","3","1P","CumulativePowerOffDurationInMin","0.0.94.91.8.255","0","2"
"5c9ac2df-e174-4891-b123-4cf16dfd1667","3","1P","Frequency","1.0.14.7.0.255","1","2"
"45f8b6e7-5b32-45f8-93d3-67f79b489431","3","1P","LRSCCounter","0.128.96.0.21.255","0","2"
"d7d31c10-b25f-41ce-89ad-0cf8a4db7db0","3","1P","MaxDemandKvaDateTime","1.0.9.6.0.255","0","5"
"1e097663-1cc5-43b7-b854-e2e0ee70c574","3","1P","MaxDemandKwDateTime","1.0.1.6.0.255","0","5"
"5fba9c00-712c-4c13-a3be-cad36c88abf8","3","1P","MaximumDemandKva","1.0.9.6.0.255","0","2"
"7404e6f6-5620-48c3-bc98-9ac1e6ec56fe","3","1P","MaximumDemandKw","1.0.1.6.0.255","0","2"
"defe0d74-a7eb-4955-a94f-bfaf1f61784c","3","1P","NetKvah","1.0.49.8.0.255","0","2"
"20ee5dd2-579a-4103-9d4f-4fae5e8419f5","3","1P","NetKwh","1.0.16.8.0.255","0","2"
"0c8f40b5-8432-4ef3-84f2-f2cf4cce1f05","3","1P","NeutralCurrent","1.0.91.7.0.255","1","2"
"de0d1563-a421-4664-939e-e4bf3880e56a","3","1P","NoLoadConsumptionDurationInMins","1.0.96.50.37.255","0","2"
"8a817b11-6db8-47b4-bdfd-d04e13b12db5","3","1P","RtcDateTime","0.0.1.0.0.255","1","2"
"788449e7-bee2-4dbd-b881-568edf8ce308","3","1P","TESTING","1.1.0.0.1.1","0","2"
"5f16818a-d738-439e-956b-70a7ab9096f3","3","3P","BillingPowerOnDuration","0.0.94.91.13.255","0","2"
"e8eaa9d4-6dd5-4d29-b53e-1844d49b91d1","3","3P","BPhaseVoltage","1.0.72.7.0.255","1","2"
"ff0efa67-812c-4ca8-9cb0-2c6b146eb4e1","3","3P","CumulativeEnergyKvahExport","1.0.10.8.0.255","1","2"
"1312f89b-42ab-4ba7-88c9-8bdc5aff303a","3","3P","CumulativeEnergyKvahImport","1.0.9.8.0.255","1","2"
"0c0e3c1a-bcf6-442c-84e0-d5e4c22865ec","3","3P","CumulativeEnergyKvahTZ1","1.0.9.8.1.255","0","2"
"cc4c8ba2-ce54-43e9-94e3-7fc56a0cf08a","3","3P","CumulativeEnergyKvahTZ2","1.0.9.8.2.255","0","2"
"5f8be7b6-864c-49a5-8788-62b84f53e051","3","3P","CumulativeEnergyKvahTZ3","1.0.9.8.3.255","0","2"
"0c4eb184-2f18-4dd7-8d84-59c4c25633ef","3","3P","CumulativeEnergyKvahTZ4","1.0.9.8.4.255","0","2"
"d69bbe2f-4c48-4e8e-b353-a9d1bfa1a357","3","3P","CumulativeEnergyKvahTZ5","1.0.9.8.5.255","0","2"
"e0e12d24-dcbc-452a-a948-216d305e013a","3","3P","CumulativeEnergyKvahTZ6","1.0.9.8.6.255","0","2"
"4f68e927-e319-4d63-a7aa-ea49b8a606b2","3","3P","CumulativeEnergyKvahTZ7","1.0.9.8.7.255","0","2"
"66623d08-996a-435f-936c-c9a30f47357f","3","3P","CumulativeEnergyKvahTZ8","1.0.9.8.8.255","0","2"
"38387917-3287-4ee3-9add-36783cbc3094","3","3P","CumulativeEnergyKwhExport","1.0.2.8.0.255","1","2"
"c8ba48de-7230-40d6-b71e-d229a8769537","3","3P","CumulativeEnergyKwhImport","1.0.1.8.0.255","1","2"
"515569b0-3af6-4348-86c0-7edd17db159f","3","3P","CumulativeEnergyKwhTZ1","1.0.1.8.1.255","0","2"
"7ae70356-f814-4808-a083-9b17de772d58","3","3P","CumulativeEnergyKwhTZ2","1.0.1.8.2.255","0","2"
"dd859509-c3b7-4027-93a2-79bae2e6d50b","3","3P","CumulativeEnergyKwhTZ3","1.0.1.8.3.255","0","2"
"ef99edbf-3cf6-442f-ad84-14fb1ba0fe78","3","3P","CumulativeEnergyKwhTZ4","1.0.1.8.4.255","0","2"
"6fdb9084-3a9b-46af-a86b-3e7c03ca9d5d","3","3P","CumulativeEnergyKwhTZ5","1.0.1.8.5.255","0","2"
"0d59d788-76bf-41ed-ab2b-c80b2c5a6b2b","3","3P","CumulativeEnergyKwhTZ6","1.0.1.8.6.255","0","2"
"ea4ffdde-cff7-4cdb-92e4-4b7510a90ea3","3","3P","CumulativeEnergyKwhTZ7","1.0.1.8.7.255","0","2"
"b6cf375c-0f2a-490e-945b-397510e44705","3","3P","CumulativeEnergyKwhTZ8","1.0.1.8.8.255","0","2"
"b1a7f4c9-695d-43d8-a3a8-5fc48ed105a6","3","3P","CumulativeKvarhQ1","1.0.5.8.0.255","0","2"
"ebe28c75-1e53-4876-9e22-e4452ccbb7e4","3","3P","CumulativeKvarhQ2","1.0.6.8.0.255","0","2"
"ae1d9e35-1af9-4028-844a-b8fa64869deb","3","3P","CumulativeKvarhQ3","1.0.7.8.0.255","0","2"
"45059c23-de8b-472a-8c81-bd9161741c66","3","3P","CumulativeKvarhQ4","1.0.8.8.0.255","0","2"
"23e602e9-8c37-44c5-915d-70f5b21d135d","3","3P","CumulativePowerOffDurationInMin","0.0.96.96.0.255","0","2"
"db4998fb-0b6d-43ee-9fe3-b116609e84d3","3","3P","LoadLimitValueKw","0.0.17.0.0.255","0","2"
"645bbe9d-1e3c-4b8e-af40-d17c906f0ab7","3","3P","MaxDemandKva","1.0.9.6.0.255","1","2"
"4026c0f1-5625-4ce2-9611-2e4b4d38d4a2","3","3P","MaxDemandKvaDateTime","1.0.9.6.0.255","1","5"
"a3dbf703-22a2-48da-adcc-365888944d19","3","3P","MaxDemandKw","1.0.1.6.0.255","1","2"
"6d0f3cc4-89cf-4980-be81-47c104d1dc71","3","3P","MaxDemandKwDateTime","1.0.1.6.0.255","1","5"
"fe4c1d27-8a39-4e3f-908d-3eb6ba0957cd","3","3P","MaximumDemandKvaExport","1.0.10.6.0.255","0","2"
"ed81aabc-7106-45ab-a9a9-067e04a79b06","3","3P","MaximumDemandKvaExportDateTime","1.0.10.6.0.255","0","5"
"5517c8aa-b803-4b11-b417-15301122a95e","3","3P","MaximumDemandKvaTZ1","1.0.9.6.1.255","0","2"
"980ff6ed-2a65-4814-8397-2c7b65cdffd7","3","3P","MaximumDemandKvaTZ1DateTime","1.0.9.6.1.255","0","5"
"98933123-0b8a-4c0e-9497-db30bd5360e3","3","3P","MaximumDemandKvaTZ2","1.0.9.6.2.255","0","2"
"d2efba40-3885-433e-a190-661e3cc8e275","3","3P","MaximumDemandKvaTZ2DateTime","1.0.9.6.2.255","0","5"
"4e082b9f-3270-4b40-9b96-6a76bfd0105b","3","3P","MaximumDemandKvaTZ3","1.0.9.6.3.255","0","2"
"98483d27-80a1-4883-8d52-c174894c4736","3","3P","MaximumDemandKvaTZ3DateTime","1.0.9.6.3.255","0","5"
"d5f2e1b8-7672-450f-865e-8ee63a4a9a3f","3","3P","MaximumDemandKvaTZ4","1.0.9.6.4.255","0","2"
"8d20fe12-3ffb-4513-b51a-a990763f10bc","3","3P","MaximumDemandKvaTZ4DateTime","1.0.9.6.4.255","0","5"
"1ef822bf-49e8-4e20-944e-e409ceebb667","3","3P","MaximumDemandKvaTZ5","1.0.9.6.5.255","0","2"
"2b4cef3d-370d-4bb2-b088-53fe02fbf479","3","3P","MaximumDemandKvaTZ5DateTime","1.0.9.6.5.255","0","5"
"4208d47d-47dd-4277-80a6-9202fd2e2ef2","3","3P","MaximumDemandKvaTZ6","1.0.9.6.6.255","0","2"
"04a79e76-d6e0-4b9d-8219-a6d6d4f88fdf","3","3P","MaximumDemandKvaTZ6DateTime","1.0.9.6.6.255","0","5"
"0d68f45a-3c16-4889-b687-44907a613975","3","3P","MaximumDemandKvaTZ7","1.0.9.6.7.255","0","2"
"710b4c12-b34a-4b79-b727-ca95d9cad52e","3","3P","MaximumDemandKvaTZ7DateTime","1.0.9.6.7.255","0","5"
"e1fbac84-c8f1-4d56-b7d8-ccf7c914feff","3","3P","MaximumDemandKvaTZ8","1.0.9.6.8.255","0","2"
"f722fe19-47e6-440a-8cb0-2008852c7988","3","3P","MaximumDemandKvaTZ8DateTime","1.0.9.6.8.255","0","5"
"a8812add-32ee-4983-b012-05795e4055e1","3","3P","MaximumDemandKwExport","1.0.2.6.0.255","0","2"
"4c1177e6-8771-4fff-8aff-4bcf1498c482","3","3P","MaximumDemandKwExportDateTime","1.0.2.6.0.255","1","5"
"6c4f65af-3776-42e4-b5fb-f62a91d578a7","3","3P","MaximumDemandKwTZ1","1.0.1.6.1.255","0","2"
"294aa8ea-bc5c-45eb-b70d-f78fd8395b2e","3","3P","MaximumDemandKwTZ1DateTime","1.0.1.6.1.255","0","5"
"d30c8a1f-1aa4-42a5-8130-0ad869f9ee9a","3","3P","MaximumDemandKwTZ2","1.0.1.6.2.255","0","2"
"27ccce47-4d8a-4162-97f9-0fdb430b061d","3","3P","MaximumDemandKwTZ2DateTime","1.0.1.6.2.255","0","5"
"9a32546d-37c3-44c1-817f-cafc1321d9f0","3","3P","MaximumDemandKwTZ3","1.0.1.6.3.255","0","2"
"12e7c665-aeb7-4e65-a77b-3f7ba756efdd","3","3P","MaximumDemandKwTZ3DateTime","1.0.1.6.3.255","0","5"
"707cad65-5eb4-4168-a006-f1de2b5eeb28","3","3P","MaximumDemandKwTZ4","1.0.1.6.4.255","0","2"
"7206af50-4306-4ef4-a68f-89c6ffb6a7e0","3","3P","MaximumDemandKwTZ4DateTime","1.0.1.6.4.255","0","5"
"04f6d137-8e29-46b1-b3c0-ca210ae97416","3","3P","MaximumDemandKwTZ5","1.0.1.6.5.255","0","2"
"ed986e56-66c2-4f05-8f1c-3b3aeaff91d4","3","3P","MaximumDemandKwTZ5DateTime","1.0.1.6.5.255","0","5"
"55065a93-264b-4832-aaef-0b3cad6540fd","3","3P","MaximumDemandKwTZ6","1.0.1.6.6.255","0","2"
"7ca64f48-4554-49c5-a1f5-1f8e2a215831","3","3P","MaximumDemandKwTZ6DateTime","1.0.1.6.6.255","0","5"
"5272ec56-1d38-407a-bc00-eb34eb059f3b","3","3P","MaximumDemandKwTZ7","1.0.1.6.7.255","0","2"
"031a4a09-9e0f-46c0-935d-1eca47ee254e","3","3P","MaximumDemandKwTZ7DateTime","1.0.1.6.7.255","0","5"
"372da005-37fd-4268-9c0d-52ca469990f2","3","3P","MaximumDemandKwTZ8","1.0.1.6.8.255","0","2"
"f86f1440-5a21-46b3-821b-811ed9f0d3fa","3","3P","MaximumDemandKwTZ8DateTime","1.0.1.6.8.255","0","5"
"dd9a1e7a-0247-49e0-8243-6c168cd4fdab","3","3P","NetEnergyKvarhLag","1.0.23.8.0.255","1","2"
"3af1075a-ba5c-442a-b399-bea76778ff22","3","3P","NetEnergyKvarhLead","1.0.63.8.0.255","1","2"
"17a23228-425c-46ac-8578-bfb100b9cbb9","3","3P","NetKvah","1.0.49.8.0.255","0","2"
"e1bc444a-7f85-4188-9d17-fbcf32ee5d37","3","3P","NetKwh","1.0.16.8.0.255","0","2"
"869d05f1-9480-4117-90b5-ff2b980ecd14","3","3P","NoLoadConsumptionDurationInMins","1.0.96.50.37.255","0","2"
"8abb4f32-7d2a-4a71-acec-5c676ab3337f","3","3P","RPhaseCurrent","1.0.31.7.0.255","1","2"
"ff6d1e35-daa0-40c2-bf93-dd8ecd8da88c","3","3P","RPhasePowerFactor","1.0.33.7.0.255","1","2"
"1036a2c8-7f63-4c87-894f-004d7abffcb0","3","3P","RPhaseVoltage","1.0.32.7.0.255","1","2"
"2c288c1a-027a-4069-bb02-34c08baa9fbe","3","3P","RtcDateTime","0.0.1.0.0.255","1","2"
"6137e848-172c-4362-8c59-aec497c81b18","3","3P","SignedPowerFactor","1.0.13.7.0.255","1","2"
"9dffd20a-67bb-42d1-afa9-3f0db74ca366","3","3P","YPhaseCurrent","1.0.51.7.0.255","1","2"
"7520eaca-9bcd-48b1-8904-7bd5a574271b","3","3P","YPhasePowerFactor","1.0.53.7.0.255","1","2"
"1b876ba5-3db2-4fc3-9fc6-c9f08c5df84e","3","3P","YPhaseVoltage","1.0.52.7.0.255","1","2"
"5a06d437-0d78-437c-8c0b-7156dba58487","3","CT","BPhaseCurrent","1.0.71.7.0.255","0","2"
"0b8cc49c-8d51-4de6-b1fe-219ff0d2655a","3","CT","BPhaseVoltage","1.0.72.7.0.255","1","2"
"0a8b99c4-6110-4228-9001-1199d3ffceaa","3","CT","CumulativeEnergyKvahExport","1.0.10.8.0.255","1","2"
"04b1e7be-0efd-456d-b081-7c4cce0b7733","3","CT","CumulativeEnergyKvahImport","1.0.9.8.0.255","1","2"
"478859ac-bbca-4bff-ae70-1f6849c3f0a6","3","CT","CumulativeEnergyKvarhQ1","1.0.5.8.0.255","0","2"
"3dd31a7b-ab8a-49fe-880e-ad7226076665","3","CT","CumulativeEnergyKvarhQ2","1.0.6.8.0.255","0","2"
"cc530701-0ceb-4832-bd6f-725c46f6bf0c","3","CT","CumulativeEnergyKvarhQ3","1.0.7.8.0.255","0","2"
"489a4a82-1f3c-429c-a722-547e75fc7456","3","CT","CumulativeEnergyKvarhQ4","1.0.8.8.0.255","0","2"
"9b269570-a49a-4e9e-b394-d7837794fc07","3","CT","CumulativeEnergyKwhExport","1.0.2.8.0.255","1","2"
"deeaeaf1-033b-4120-82bf-d289fac833fa","3","CT","CumulativeEnergyKwhImport","1.0.1.8.0.255","1","2"
"d5d072a8-a97e-4aff-96ff-16103f8beccb","3","CT","CumulativePowerOffDurationInMin","0.0.96.96.0.255","0","2"
"fc0c6437-7848-47c5-bb42-f9400d242703","3","CT","MaximumDemandKva","1.0.9.6.0.255","0",""
"04793bc6-cf71-4c12-b506-c07a349725dc","3","CT","MaximumDemandKvaDateTime","1.0.9.6.0.255","0",""
"3ed03465-236a-49ca-ac17-f2208e3065e8","3","CT","MaximumDemandKw","1.0.1.6.0.255","0",""
"a642e9c1-1a6d-4570-9934-8a551daa4c2e","3","CT","MaximumDemandKwDateTime","1.0.1.6.0.255","0",""
"18d8c886-baaf-4bc5-aaa6-7d2aca15156a","3","CT","NetEnergyKvarhLag","1.0.23.8.0.255","0","2"
"6fbeb228-317f-4b39-ae54-3e685edfd586","3","CT","NetEnergyKvarhLead","1.0.63.8.0.255","0","2"
"18efd12c-0772-42ab-af09-619d14e0c56b","3","CT","NetKvah","1.0.49.8.0.255","0","2"
"c723f476-9b00-47a3-8df5-930db930220e","3","CT","NetKwh","1.0.16.8.0.255","0","2"
"c063db06-c0a3-4754-a345-24c933549122","3","CT","NoLoadConsumptionDurationInMins","1.0.96.50.37.255","0","2"
"57d6495f-def0-4934-8b21-03b15c09e1bc","3","CT","ReactiveEnergyHigh","1.0.94.91.1.255","1","2"
"2e49e751-46d0-4e6f-8b41-50a7aea3025f","3","CT","ReactiveEnergyLow","1.0.94.91.2.255","1","2"
"e26eb0a4-e330-4ff0-88ec-ca5538b54769","3","CT","RPhaseCurrent","1.0.31.7.0.255","1","2"
"29f02a95-897c-48a8-9d1b-d6a719a1e94a","3","CT","RPhasePowerFactor","1.0.33.7.0.255","1","2"
"70998b61-caa3-42ff-99f4-3b3fd55243b1","3","CT","RPhaseVoltage","1.0.32.7.0.255","1","2"
"6aff8510-a6ee-4e0d-be53-3842e6d6363e","3","CT","RtcDateTime","0.0.1.0.0.255","1","2"
"3fdbb11b-52d0-466c-ad7b-9d472398b907","3","CT","SignedPowerFactor","1.0.13.7.0.255","1","2"
"6949cf6d-1567-4923-b049-3d9806455483","3","CT","YPhaseCurrent","1.0.51.7.0.255","1","2"
"1d071f8a-1f3c-4a68-8ce4-f330f3221d8d","3","CT","YPhasePowerFactor","1.0.53.7.0.255","1","2"
"fe8e1017-06e0-424c-8a51-e8e6747067ef","3","CT","YPhaseVoltage","1.0.52.7.0.255","1","2"
"a5ed1038-bdf2-42ef-b91d-45e54bce7ea6","4","1P","AveragePFForBillingPeriod","1.0.13.0.0.255","1","2"
"2684e1bb-40c2-411e-a039-28e4fb255286","4","1P","AveragePFForBillingPeriodExport","1.0.84.6.0.255","0","2"
"abf821bc-6398-4799-8a97-6cdce1983c69","4","1P","AvgPFExport","1.0.84.0.0.255","0","2"
"46bbfc44-e80d-4b46-995a-57d1e5448d3f","4","1P","BillingPowerOnDuration","0.0.94.91.13.255","1","2"
"1792fc2f-726a-4bce-9a38-3e178b9bfb6f","4","1P","BillingType","1.0.96.50.2.255","0","2"
"208019c5-c90d-4e86-98ef-b33361eaa889","4","1P","BillTamperCount","0.0.96.15.128.255","0","2"
"f9f3aa86-9712-4cac-861f-501c260f9d6f","4","1P","CauseOfBillingOfMDReset","1.0.96.128.19.255","0",""
"b327ec88-b5ec-4f1f-8cd3-00504f1b62c0","4","1P","CumulativeBillingCount","0.0.0.1.0.255","0","2"
"7f77db3a-b27e-4e29-bc88-261f5fe42332","4","1P","CumulativeEnergyKvahExport","1.0.10.8.0.255","1","2"
"9e732997-e2b5-445a-b47c-5e2364829a85","4","1P","CumulativeEnergyKvahImport","1.0.9.8.0.255","1","2"
"7a2d823a-ca74-4f4f-945c-ffb28847269b","4","1P","CumulativeEnergyKvahTZ1","1.0.9.8.1.255","1","2"
"0f61bf68-9d74-4238-a9a1-6b1a5cd3f39a","4","1P","CumulativeEnergyKvahTZ1Export","1.0.10.8.1.255","1","2"
"56e6e3bc-ef78-44c4-a41c-af89796d9046","4","1P","CumulativeEnergyKvahTZ2","1.0.9.8.2.255","1","2"
"99c847ef-ebe5-4a9d-9ab6-93df3ab1ab3c","4","1P","CumulativeEnergyKvahTZ2Export","1.0.10.8.2.255","1","2"
"feaf8307-260e-4698-8593-181dd943187d","4","1P","CumulativeEnergyKvahTZ3","1.0.9.8.3.255","1","2"
"3d7e60c9-e8a5-4e12-a08a-4d038647d49d","4","1P","CumulativeEnergyKvahTZ3Export","1.0.10.8.3.255","1","2"
"32f367b7-47a7-40fb-908d-55c0320e4854","4","1P","CumulativeEnergyKvahTZ4","1.0.9.8.4.255","1","2"
"6e995582-9aea-41b5-88ff-c43d766e94ac","4","1P","CumulativeEnergyKvahTZ4Export","1.0.10.8.4.255","1","2"
"0ba493da-1817-44b8-8eb2-e23f8aca424b","4","1P","CumulativeEnergyKvahTZ5","1.0.9.8.5.255","1","2"
"c48bed83-e947-40bd-a819-0a20e18732eb","4","1P","CumulativeEnergyKvahTZ5Export","1.0.10.8.5.255","1","2"
"6813527b-70a9-448d-b2e1-0423ab47017d","4","1P","CumulativeEnergyKvahTZ6","1.0.9.8.6.255","1","2"
"7cc36bfe-d28c-482c-baf3-b65cb9ac498a","4","1P","CumulativeEnergyKvahTZ6Export","1.0.10.8.6.255","1","2"
"4b6c5eb8-2673-4371-a440-03a26c695355","4","1P","CumulativeEnergyKvahTZ7","1.0.9.8.7.255","1","2"
"11e1af4c-5e1b-4220-9257-ec03e691fd9a","4","1P","CumulativeEnergyKvahTZ7Export","1.0.10.8.7.255","1","2"
"98747bcd-d9cc-48ad-b34b-b346d5cb4491","4","1P","CumulativeEnergyKvahTZ8","1.0.9.8.8.255","1","2"
"fccb4c59-f8e6-4b2b-888c-dca8b941be7a","4","1P","CumulativeEnergyKvahTZ8Export","1.0.10.8.8.255","1","2"
"7cae73d5-0b53-4d13-b2d6-bce7e99e0bb8","4","1P","CumulativeEnergyKvarhQ1","1.0.5.8.0.255","0","2"
"ce40ae20-04fe-49de-902b-18471c5dbd05","4","1P","CumulativeEnergyKvarhQ1-TZ1","1.0.5.8.1.255","0","2"
"a06b29c6-3c37-40ac-9e70-f74f74516a3e","4","1P","CumulativeEnergyKvarhQ1-TZ2","1.0.5.8.2.255","0","2"
"3c4ad247-c1a7-45fd-ba12-a79fbf865ae2","4","1P","CumulativeEnergyKvarhQ1-TZ3","1.0.5.8.3.255","0","2"
"e1e08ec7-9cc4-4db6-8b16-81941e3172fb","4","1P","CumulativeEnergyKvarhQ1-TZ4","1.0.5.8.4.255","0","2"
"44693259-3915-4490-b143-05748b64ccc9","4","1P","CumulativeEnergyKvarhQ1-TZ5","1.0.5.8.5.255","0","2"
"a6e2fd7b-5223-4a26-80c3-453e1e2a4ff5","4","1P","CumulativeEnergyKvarhQ1-TZ6","1.0.5.8.6.255","0","2"
"00cf4c73-761f-4bb3-bb10-9d823bfe3c6b","4","1P","CumulativeEnergyKvarhQ1-TZ7","1.0.5.8.7.255","0","2"
"f4c6aca1-5672-4d71-8a5a-bec625d941bc","4","1P","CumulativeEnergyKvarhQ1-TZ8","1.0.5.8.8.255","0","2"
"221ce36c-3337-4b51-9033-a432dd9dccb6","4","1P","CumulativeEnergyKvarhQ2","1.0.6.8.0.255","0","2"
"e1e8c9ec-21bb-427f-9ded-7b14d9d6adc6","4","1P","CumulativeEnergyKvarhQ3","1.0.7.8.0.255","0","2"
"cdb41270-8aee-4ffa-98a8-f6fa2b83f8b1","4","1P","CumulativeEnergyKvarhQ4","1.0.8.8.0.255","0","2"
"ab57bf85-a43a-47d4-a873-0d92416f8c97","4","1P","CumulativeEnergyKvarhQ4-TZ1","1.0.8.8.1.255","0","2"
"89f700b9-b76e-4d93-a1c4-d1d30899ea36","4","1P","CumulativeEnergyKvarhQ4-TZ2","1.0.8.8.2.255","0","2"
"8f307320-8913-45cb-8b4c-899ac36a5ba3","4","1P","CumulativeEnergyKvarhQ4-TZ3","1.0.8.8.3.255","0","2"
"7b1216c7-82ec-463f-8c8d-e09e38742b49","4","1P","CumulativeEnergyKvarhQ4-TZ4","1.0.8.8.4.255","0","2"
"36d337a5-e16f-4efb-b8cd-44f704ee1913","4","1P","CumulativeEnergyKvarhQ4-TZ5","1.0.8.8.5.255","0","2"
"c37847be-d289-486c-8d1b-21a4754e5174","4","1P","CumulativeEnergyKvarhQ4-TZ6","1.0.8.8.6.255","0","2"
"143a06c5-5170-4c9e-93ba-21ebd852de00","4","1P","CumulativeEnergyKvarhQ4-TZ7","1.0.8.8.7.255","0","2"
"f847f48f-e114-42d7-8144-de2bf90b01cc","4","1P","CumulativeEnergyKvarhQ4-TZ8","1.0.8.8.8.255","0","2"
"e6e64b4d-c00d-4a02-8d2e-bd7cab9f90d4","4","1P","CumulativeEnergyKwhExport","1.0.2.8.0.255","1","2"
"9a8bede9-9126-42b8-aab4-70bc6bb8c532","4","1P","CumulativeEnergyKwhImport","1.0.1.8.0.255","1","2"
"a2870e07-c757-4a47-94f6-55dc2d0bda2d","4","1P","CumulativeEnergyKwhTZ1","1.0.1.8.1.255","1","2"
"725e98e9-fe35-4fb7-885b-02ed2e3800e7","4","1P","CumulativeEnergyKwhTZ1Export","1.0.2.8.1.255","1","2"
"ba2ff5b6-95f4-4a8b-97b6-e713c9c6862b","4","1P","CumulativeEnergyKwhTZ2","1.0.1.8.2.255","1","2"
"bd2e51d1-9519-4016-8a2a-e605160b5877","4","1P","CumulativeEnergyKwhTZ2Export","1.0.2.8.2.255","1","2"
"d580dd94-db04-41dd-8be8-f31854e92012","4","1P","CumulativeEnergyKwhTZ3","1.0.1.8.3.255","1","2"
"aadc7a49-a010-412e-8607-6c7706af9cd1","4","1P","CumulativeEnergyKwhTZ3Export","1.0.2.8.3.255","1","2"
"d2bf156f-1ba8-4959-b585-7b7ec14c1748","4","1P","CumulativeEnergyKwhTZ4","1.0.1.8.4.255","1","2"
"6e0972e0-82c4-4170-94fc-5286247b7a7f","4","1P","CumulativeEnergyKwhTZ4Export","1.0.2.8.4.255","1","2"
"9bd00480-f45b-4611-99a0-6380086beff8","4","1P","CumulativeEnergyKwhTZ5","1.0.1.8.5.255","1","2"
